,blueWins,blueTowerKills,blueFirstInhibitor,blueInhibitorKills,blueObjectDamageDealt,blueDeath,blueKills,blueDragonKills
253,1,10,1,3,90084,19,35,3
254,0,2,1,1,5405,45,54,0
255,0,1,0,0,6098,21,9,0
256,1,9,1,1,66208,14,31,1
257,0,5,0,0,45501,38,32,1
258,1,10,1,2,68334,11,20,2
259,0,3,0,0,23617,29,14,0
260,1,6,1,1,35796,11,33,2
261,0,5,1,2,70099,33,31,3
262,0,1,0,0,32429,32,21,3
263,0,4,0,0,40603,40,31,1
264,1,4,1,2,8721,37,53,0
265,1,8,1,2,83086,21,29,2
266,1,8,0,1,66457,35,38,2
267,1,7,1,1,42323,15,38,1
268,1,10,1,2,53827,16,33,1
269,0,3,0,0,24142,24,14,0
270,1,6,0,0,55242,12,24,1
271,1,5,0,0,37894,8,26,2
272,1,10,1,3,81300,37,54,4
273,0,5,0,0,45152,30,24,0
274,0,4,0,0,36061,33,20,0
275,1,2,0,0,38233,10,20,1
276,1,4,1,1,9352,18,38,0
277,0,0,0,0,3938,30,10,0
278,1,8,1,1,66043,17,43,2
279,1,9,1,1,89783,27,45,4
280,0,1,0,0,7963,33,12,0
281,1,4,0,0,43994,19,26,1
282,1,4,1,3,22389,51,58,0
283,0,1,0,0,18746,30,22,0
284,0,2,0,0,17139,30,11,0
285,0,4,0,0,27496,32,24,1
286,1,7,1,1,68635,38,39,3
287,0,0,0,0,6875,28,17,0
288,0,0,0,0,0,2,1,0
289,0,1,0,0,22837,20,14,0
290,1,11,1,3,71001,16,21,1
291,0,3,0,0,51327,34,28,3
292,1,7,1,1,84683,21,31,2
293,0,2,0,1,4970,68,60,0
294,0,0,0,0,544,32,21,0
295,1,4,1,1,9336,28,42,0
296,0,10,1,3,79836,37,42,1
297,0,6,1,1,35727,33,22,1
298,0,0,0,0,6651,15,7,0
299,1,3,0,0,33513,7,15,1
300,1,9,1,2,52238,25,40,3
301,0,1,0,0,9885,24,11,0
302,0,0,0,0,4379,25,11,0
303,0,2,1,1,5151,55,49,0
304,0,3,0,0,19678,28,12,0
305,0,0,0,0,3310,17,5,0
306,0,1,0,0,34227,48,36,2
307,0,2,0,1,5785,57,57,0
308,1,10,1,2,70264,30,32,2
309,0,3,0,0,27304,34,17,0
310,1,3,0,0,65531,24,39,3
311,1,8,1,1,34474,14,32,1
312,1,5,0,0,43404,24,34,2
313,1,10,1,1,74250,17,37,3
314,0,3,0,0,24823,23,17,0
315,0,0,0,0,654,55,34,0
316,1,5,1,1,48394,10,24,2
317,1,8,1,1,28342,4,25,0
318,1,10,1,3,97440,22,37,3
319,1,2,0,1,6077,58,55,0
320,0,3,0,0,22072,30,9,0
321,0,1,0,0,2731,44,30,0
322,0,1,0,0,29584,23,14,1
323,1,6,1,1,56462,11,27,1
324,0,3,0,0,30912,24,18,0
325,1,11,0,2,93991,46,53,3
326,0,4,0,0,15772,33,14,0
327,0,1,0,0,2239,42,21,0
328,0,0,0,0,5152,32,18,0
329,0,3,0,0,36590,27,23,1
330,0,0,0,0,3411,45,15,0
331,0,3,0,0,26773,38,22,0
332,0,0,0,0,504,56,32,0
333,0,3,0,0,19809,33,21,0
334,0,2,0,0,35589,28,10,2
335,0,4,0,0,61624,37,19,1
336,0,3,0,0,26962,42,26,0
337,0,2,0,0,15953,44,31,0
338,0,1,0,0,2499,48,28,0
339,1,8,1,1,64042,18,30,3
340,1,7,1,2,70325,19,46,3
341,1,8,1,1,62989,17,29,2
342,0,1,0,0,16923,43,19,0
343,0,1,0,0,3133,59,39,0
344,0,0,0,0,9889,23,8,0
345,0,0,0,0,1753,21,3,0
346,0,3,0,0,42179,41,33,1
347,1,5,0,0,39210,8,19,2
348,0,2,0,0,38458,23,16,1
349,0,3,0,0,25360,34,29,0
350,0,2,0,0,16866,28,12,0
351,1,9,1,3,90294,24,40,3
352,1,6,1,1,36510,13,34,1
353,0,0,0,0,2494,19,7,0
354,1,8,1,1,53125,28,45,4
355,0,0,0,0,11848,25,15,0
356,1,7,1,1,45257,23,31,1
357,1,4,1,1,9951,44,50,0
358,0,1,0,0,20365,20,12,0
359,0,5,1,1,50899,37,21,1
360,0,3,0,0,20399,26,13,1
361,1,7,1,1,59362,19,32,1
362,1,10,1,2,71561,14,32,3
363,1,5,1,1,44106,29,30,1
364,1,5,1,1,71017,19,32,3
365,1,3,0,0,25924,6,17,1
366,0,3,0,0,37966,28,14,0
367,1,2,0,0,15214,9,20,1
368,1,6,0,0,45476,10,35,2
369,0,1,0,0,12673,12,6,0
370,0,5,1,1,47929,41,33,2
371,1,2,0,0,50949,18,29,2
372,1,2,0,0,27828,3,24,2
373,1,7,1,1,72791,26,25,2
374,0,1,0,0,4604,41,17,0
375,1,11,1,3,76821,23,29,3
376,0,1,0,0,2386,44,33,0
377,1,7,1,1,54097,27,38,2
378,1,8,0,1,46960,26,22,1
379,0,8,1,2,48850,30,26,0
380,0,3,0,0,40096,49,25,1
381,1,7,1,1,21544,8,50,0
382,0,0,0,0,2285,38,16,0
383,1,8,1,1,66115,15,23,1
384,1,6,1,1,30246,3,12,0
385,1,6,1,1,47957,8,27,2
386,1,7,1,1,53968,10,25,1
387,0,3,1,2,8205,47,41,0
388,1,2,0,0,19503,0,12,1
389,1,9,1,1,74949,16,31,2
390,1,6,0,0,45860,16,38,1
391,1,3,0,0,16988,7,17,1
392,1,4,0,1,10234,33,50,0
393,1,9,1,1,63899,19,25,1
394,0,0,0,0,4567,27,5,0
395,1,6,0,1,79196,25,37,2
396,0,1,0,0,29192,30,13,1
397,1,4,0,0,41250,5,20,0
398,0,6,1,1,57409,26,30,0
399,1,3,0,0,17321,10,30,0
400,0,3,0,0,39880,34,24,1
401,0,2,0,0,20162,30,12,0
402,0,0,0,0,16267,25,17,1
403,1,7,1,2,43982,12,25,1
404,1,0,0,0,972,2,1,0
405,1,10,1,2,85613,28,30,2
406,0,4,0,0,52110,49,38,0
407,0,2,0,0,42951,24,10,2
408,0,0,0,0,4451,24,3,0
409,1,4,0,0,39813,17,22,1
410,1,9,1,2,40662,5,27,1
411,1,8,1,1,58402,18,42,2
412,0,2,0,0,27031,22,22,1
413,1,7,1,1,26413,10,25,0
414,0,1,0,0,23188,31,12,1
415,1,1,0,0,9910,6,15,1
416,0,3,0,0,24738,23,15,0
417,1,4,0,0,27672,5,22,1
418,0,0,0,0,0,30,20,0
419,0,3,0,0,20250,24,15,0
420,0,3,1,1,24060,41,60,0
421,0,1,0,0,12285,36,28,1
422,1,11,1,3,69902,31,18,1
423,1,9,1,1,27790,6,31,0
424,0,0,0,0,18334,22,13,0
425,1,8,1,1,64877,12,28,1
426,0,4,0,0,54698,40,26,1
427,1,7,1,1,69950,30,43,1
428,1,8,1,1,40356,11,24,0
429,0,4,1,1,9639,48,45,0
430,1,0,0,0,14288,4,6,1
431,0,7,1,1,52313,32,33,1
432,1,9,1,2,76030,18,24,3
433,1,6,1,1,24237,5,10,0
434,0,2,0,0,11517,28,15,0
435,1,6,1,1,38617,26,28,2
436,1,3,0,0,22543,15,31,1
437,0,1,0,0,2573,41,35,0
438,1,7,1,1,34185,4,18,0
439,1,11,1,3,84438,19,37,3
440,0,3,0,0,32330,23,21,2
441,0,2,0,0,13121,45,20,0
442,1,11,1,3,80660,5,35,3
443,0,5,0,0,69595,47,29,3
444,0,1,0,0,2468,48,38,0
445,0,3,0,0,32642,23,20,0
446,1,8,1,1,70215,14,28,2
447,0,0,0,0,1268,34,12,0
448,1,4,1,1,8692,43,41,0
449,1,6,1,1,50662,24,34,1
450,0,0,0,0,16013,24,9,1
451,1,4,1,3,8466,62,77,0
452,0,0,0,0,6509,20,8,0
453,0,1,0,0,15059,26,15,1
454,1,3,0,0,21850,7,23,1
455,0,2,0,0,58164,28,22,2
456,1,4,0,2,9578,73,68,0
457,0,6,1,2,57884,28,35,2
458,0,3,0,0,28645,33,23,1
459,0,0,0,0,6955,20,7,0
460,1,5,0,0,35857,3,19,2
461,0,7,0,0,90117,36,35,2
462,1,2,0,0,35596,7,9,1
463,1,5,0,0,56103,14,25,3
464,0,0,0,0,10860,31,11,0
465,0,2,1,1,6616,61,62,0
466,1,5,0,0,41967,13,27,1
467,0,1,0,0,16599,45,21,0
468,0,1,0,0,15098,36,26,0
469,1,6,1,1,55412,15,23,3
470,1,6,0,0,55610,17,27,1
471,0,1,0,0,14289,12,1,0
472,0,1,0,0,18218,26,12,1
473,1,4,0,0,53882,15,33,1
474,1,9,1,2,79475,18,33,2
475,0,3,0,0,39396,33,29,2
476,0,0,0,0,13135,43,22,1
477,0,0,0,0,1941,10,8,0
478,1,4,1,2,8180,42,60,0
479,0,4,0,0,43871,35,21,1
480,1,9,1,1,77095,22,35,2
481,0,0,0,0,13402,23,20,0
482,0,0,0,0,14153,47,34,1
483,0,1,0,0,15398,39,19,1
484,0,0,0,0,6655,55,34,0
485,0,0,0,0,0,26,18,0
486,1,7,1,1,43327,23,36,1
487,0,5,0,0,43652,40,40,1
488,0,1,0,0,3554,56,27,0
489,1,7,1,1,54715,12,29,2
490,0,0,0,0,512,52,28,0
491,1,7,1,1,54334,15,32,2
492,1,7,1,1,72089,13,31,2
493,1,8,1,1,73821,28,39,3
494,0,3,0,0,43678,42,23,1
495,1,3,0,0,43970,16,23,1
496,1,4,1,2,7861,58,61,0
497,1,6,1,1,48260,38,47,1
498,1,3,0,0,25264,3,17,1
499,1,7,1,1,32355,10,27,2
500,0,0,0,0,10886,18,5,0
501,1,9,1,1,78242,18,35,3
502,1,4,0,0,40504,20,36,3
503,1,5,1,1,44078,29,36,2
504,1,4,0,0,29069,3,25,2
505,1,8,0,1,83614,31,39,3
506,0,1,0,0,2624,39,32,0
507,1,4,0,0,21797,7,31,0
508,1,7,1,1,51052,8,22,2
509,0,4,0,0,61539,47,34,3
510,0,0,0,0,7049,43,23,0
511,1,7,1,1,51456,32,35,1
512,1,8,1,1,57965,9,23,1
513,0,1,0,0,16849,23,13,0
514,0,1,0,0,29886,49,27,0
515,0,1,0,0,5465,30,8,0
516,0,1,0,0,10695,23,10,1
517,1,5,0,0,30198,10,21,2
518,0,2,0,0,21578,44,21,0
519,1,8,1,1,56126,27,24,2
520,0,1,0,0,13232,33,25,1
521,1,5,0,0,38457,17,27,1
522,0,2,0,1,5204,61,54,0
523,0,0,0,0,7387,16,2,0
524,0,0,0,0,67,21,16,0
525,1,11,1,3,42546,3,23,1
526,0,0,0,0,10085,26,12,0
527,1,5,1,1,39538,12,25,1
528,0,3,0,0,18399,34,26,1
529,0,2,0,0,13966,35,17,0
530,1,11,1,3,112096,29,49,3
531,0,1,0,0,3452,66,54,0
532,0,0,0,0,6703,20,3,0
533,0,0,0,0,10424,20,9,1
534,1,10,1,1,63371,18,39,1
535,0,0,0,0,19300,34,23,1
536,1,2,0,0,9688,8,20,0
537,0,2,0,0,14921,37,16,0
538,0,2,0,0,5323,61,53,0
539,0,1,0,0,15486,23,8,0
540,1,4,1,2,8793,46,62,0
541,0,0,0,0,14205,31,7,0
542,0,0,0,0,1548,26,11,0
543,0,1,0,0,16618,36,18,1
544,1,6,1,1,64453,16,32,1
545,0,3,0,0,36177,45,36,3
546,1,9,1,3,89518,32,43,1
547,1,4,0,0,22954,9,22,1
548,1,10,1,2,70169,23,46,2
549,1,8,1,1,61425,8,23,3
550,0,1,0,0,20185,49,27,0
551,1,6,0,0,46960,6,15,3
552,0,1,0,0,5985,33,11,0
553,1,4,1,1,8341,14,23,0
554,1,5,0,0,35152,14,35,1
555,1,4,1,2,9358,36,45,0
556,1,9,1,2,58839,24,32,2
557,0,1,0,0,10372,34,19,1
558,0,2,0,0,39625,24,23,2
559,1,2,0,0,19213,10,20,0
560,0,0,0,0,7718,24,15,0
561,0,2,0,0,32259,23,12,1
562,0,1,0,0,17494,35,16,1
563,1,4,0,0,39160,8,28,3
564,0,0,0,0,7355,20,8,0
565,0,3,0,0,28982,33,10,0
566,1,8,1,1,55781,19,21,1
567,0,5,0,0,42625,38,26,1
568,1,2,1,1,4063,29,54,0
569,1,2,1,1,5056,27,40,0
570,1,10,1,2,82093,12,30,1
571,1,3,1,1,8383,30,35,0
572,1,8,1,1,53762,14,27,1
573,1,4,1,3,7202,52,60,0
574,1,3,0,0,22863,7,26,1
575,0,0,0,0,10470,28,11,0
576,1,4,0,2,10558,58,48,0
577,1,4,1,1,9603,49,41,0
578,0,4,0,0,29295,44,34,1
579,1,9,1,1,78596,18,35,4
580,1,2,0,0,30614,13,22,2
581,0,0,0,0,1782,43,24,0
582,1,10,0,1,85269,39,42,3
583,0,2,0,0,29174,32,24,0
584,1,9,1,2,62152,25,38,3
585,1,4,1,2,8264,39,65,0
586,1,7,1,1,48768,21,30,0
587,0,2,1,1,6420,49,49,0
588,1,5,1,1,33543,9,29,1
589,1,3,0,0,29193,13,23,1
590,1,9,1,1,65577,18,40,2
591,1,4,1,1,33351,11,29,2
592,1,2,0,0,17853,11,21,0
593,0,1,0,0,2247,53,42,0
594,0,1,0,0,11988,39,25,0
595,1,7,1,1,60787,16,37,3
596,1,7,0,1,63083,22,33,3
597,0,1,0,0,14757,18,7,0
598,0,3,0,0,49030,45,30,0
599,1,5,0,0,40661,6,26,1
600,1,7,1,1,74156,21,28,3
601,1,4,1,2,9071,42,47,0
602,0,0,0,0,1892,9,5,0
603,1,7,1,1,72675,29,41,2
604,0,1,0,0,12731,27,16,0
605,0,4,0,0,30297,26,21,1
606,0,0,0,0,661,21,5,0
607,0,6,1,1,51742,30,28,1
608,0,5,0,0,39604,45,35,0
609,1,7,1,1,47065,16,21,3
610,1,8,1,1,33055,6,24,1
611,0,3,0,0,41969,36,23,1
612,1,1,0,0,4196,23,44,0
613,1,8,1,1,49346,9,25,2
614,1,5,0,0,45583,9,24,2
615,0,2,0,0,31092,26,11,0
616,0,3,0,0,25412,42,16,1
617,0,3,0,0,56063,28,15,2
618,0,4,0,0,83054,40,34,2
619,1,2,0,0,25206,3,12,2
620,1,4,0,0,70394,19,28,4
621,1,10,1,1,61970,25,39,3
622,1,8,1,2,64191,36,30,0
623,0,3,0,0,28822,25,12,0
624,1,8,1,1,70292,15,44,3
625,0,0,0,0,10926,29,4,0
626,0,0,0,0,15797,31,12,2
627,0,0,0,0,9603,29,22,1
628,1,7,1,1,51886,15,33,2
629,0,4,0,0,32753,30,20,0
630,1,10,1,2,70522,7,24,2
631,0,2,1,1,7450,50,36,0
632,1,3,0,0,35747,4,25,2
633,1,9,1,2,74471,34,44,3
634,1,4,0,2,10540,70,75,0
635,1,3,0,0,19052,12,24,0
636,0,1,0,0,22404,30,16,0
637,0,2,0,0,11440,26,9,0
638,1,4,1,1,7974,46,50,0
639,1,4,1,1,9993,39,41,0
640,0,0,0,0,30023,35,15,2
641,0,0,0,0,10495,19,7,0
642,0,4,1,1,29459,27,15,0
643,1,7,1,2,76731,21,35,3
644,0,2,0,0,28683,28,16,0
645,0,5,0,0,55897,27,17,1
646,0,3,0,0,33094,27,20,1
647,0,3,0,2,7888,64,51,0
648,1,7,1,1,48872,27,33,4
649,1,8,1,1,55588,25,35,0
650,0,0,0,0,3854,19,9,0
651,1,4,1,2,8890,48,47,0
652,1,7,1,1,50820,11,22,2
653,1,6,1,1,45604,18,38,2
654,1,4,1,2,7597,61,70,0
655,1,4,1,1,9576,35,48,0
656,1,8,1,2,68736,37,43,2
657,0,3,0,0,30937,28,12,0
658,1,3,1,1,7657,12,21,0
659,0,0,0,0,13050,14,4,1
660,0,0,0,0,1456,16,6,0
661,0,0,0,0,1456,53,34,0
662,0,4,0,0,56368,38,35,2
663,1,7,1,1,62426,17,27,3
664,0,0,0,0,6967,34,12,2
665,1,7,1,1,36893,27,48,1
666,0,0,0,0,282,28,14,0
667,1,7,0,1,69506,30,35,1
668,0,9,1,2,60598,33,37,1
669,0,2,0,0,17380,31,11,0
670,0,7,0,1,48848,38,29,1
671,1,2,0,0,25332,15,20,1
672,0,0,0,0,7398,30,14,0
673,0,0,0,0,4044,13,5,0
674,0,2,0,0,18854,24,8,1
675,1,5,0,0,47844,10,29,2
676,0,0,0,0,1516,19,8,0
677,1,8,1,1,65917,24,35,0
678,0,2,0,0,45692,26,23,2
679,1,8,0,0,52909,11,27,3
680,0,3,0,0,59284,47,36,3
681,0,3,0,0,23124,45,30,0
682,0,1,0,0,7933,26,6,0
683,1,2,0,0,17957,11,24,1
684,0,0,0,0,1269,62,26,0
685,0,1,0,0,18149,37,19,1
686,0,4,0,0,46039,31,19,2
687,1,9,1,1,52511,12,33,2
688,1,9,1,1,72408,16,23,2
689,0,6,1,1,44731,36,26,3
690,0,0,0,0,1237,41,44,0
691,1,7,1,1,55678,12,23,1
692,1,10,1,2,61815,19,44,2
693,1,6,1,2,48998,24,46,3
694,1,3,0,0,31366,11,22,2
695,1,11,1,3,78839,23,41,3
696,0,1,0,0,6093,13,4,0
697,0,1,0,0,19010,31,17,1
698,0,2,0,0,25530,29,17,1
699,1,8,1,1,58465,12,31,3
700,0,2,1,1,8453,65,68,0
701,1,4,0,0,56787,22,22,3
702,1,10,1,2,86327,33,48,2
703,1,5,0,0,29513,9,34,1
704,0,6,0,0,73569,35,38,3
705,1,4,0,1,10051,71,77,0
706,0,0,0,0,3856,29,9,0
707,0,1,0,0,18273,34,27,1
708,0,1,0,0,5861,12,14,0
709,0,1,0,0,6793,28,13,0
710,1,4,1,2,6858,34,50,0
711,0,3,0,0,27687,60,29,0
712,1,1,0,0,2387,35,29,0
713,0,0,0,0,16482,30,13,0
714,0,7,1,1,81807,37,45,3
715,0,9,1,3,69953,51,34,2
716,0,0,0,0,16984,29,7,0
717,1,10,1,2,66980,18,42,1
718,1,11,1,3,69145,28,46,2
719,1,10,1,3,99279,28,41,2
720,1,5,0,0,37547,9,26,2
721,0,2,0,0,13322,33,18,0
722,1,9,1,1,55875,11,22,2
723,1,3,0,0,33752,5,16,1
724,1,7,1,1,52879,23,44,1
725,0,3,0,0,38112,33,18,1
726,1,11,1,3,66005,33,45,2
727,0,3,0,0,21050,51,22,1
728,1,7,1,1,68613,14,31,2
729,0,0,0,0,8791,26,5,1
730,1,10,0,1,68335,40,32,1
731,1,6,1,1,57247,26,43,2
732,1,4,0,0,37387,13,28,1
733,0,3,0,0,27411,29,13,1
734,0,3,0,0,39164,23,18,2
735,0,3,0,1,7030,38,37,0
736,1,10,1,2,76144,39,44,3
737,1,4,0,0,39310,16,20,0
738,0,2,0,0,43004,30,18,1
739,1,7,1,1,65631,24,40,2
740,1,7,1,1,62456,11,27,2
741,0,0,0,0,13560,23,11,0
742,1,7,1,1,50655,10,27,2
743,0,3,0,1,7005,97,76,0
744,1,9,1,3,74182,18,27,3
745,1,9,1,2,50719,16,27,2
746,1,9,1,2,71067,21,37,3
747,1,4,0,0,33648,9,22,0
748,1,10,1,2,52638,12,45,3
749,0,3,0,0,22511,30,17,0
750,1,5,0,0,28370,11,31,2
751,1,3,0,0,19306,7,22,0
752,0,2,1,1,4409,65,58,0
753,0,0,0,0,11030,24,13,0
754,0,3,0,0,20263,28,23,1
755,0,0,0,0,6018,30,11,0
756,1,4,1,2,9705,30,45,0
757,0,5,0,0,61503,39,33,1
758,0,4,0,0,45199,44,31,1
759,1,5,0,0,24583,13,28,1
760,1,9,1,2,89036,26,39,3
761,0,4,0,1,51450,33,36,1
762,0,1,0,0,5381,27,10,0
763,1,10,1,3,100902,32,30,4
764,1,4,1,1,7132,29,42,0
765,1,10,1,2,39232,12,40,1
766,1,5,0,0,42882,7,19,2
767,0,0,0,0,9972,25,18,0
768,1,4,0,0,28243,6,32,1
769,1,6,1,1,20301,5,20,1
770,0,0,0,0,8758,13,5,1
771,1,7,1,1,61733,38,43,3
772,1,6,1,1,59640,10,27,3
773,1,6,1,1,34857,17,41,1
774,1,7,1,1,73963,36,44,1
775,1,7,1,1,74946,8,28,2
776,0,0,0,0,3685,26,11,0
777,1,5,0,0,43703,5,24,1
778,1,9,1,2,40658,11,32,1
779,0,4,0,0,62004,36,30,2
780,1,4,0,0,24639,12,18,0
781,0,3,0,0,31498,30,15,0
782,1,9,1,1,57265,29,30,1
783,0,1,0,0,2648,48,40,0
784,1,3,0,0,28936,8,27,1
785,1,0,0,0,0,0,2,0
786,0,0,0,0,503,48,26,0
787,0,0,0,0,652,35,24,0
788,1,3,1,1,8571,30,39,0
789,0,4,0,0,20428,32,11,0
790,0,2,0,0,17246,34,15,1
791,1,5,0,0,60814,17,34,2
792,0,0,0,0,15174,29,11,1
793,0,0,0,0,5187,27,8,0
794,1,5,0,0,61321,14,38,2
795,0,3,0,0,57479,47,43,2
796,1,7,1,1,41780,23,42,2
797,0,4,0,0,37539,36,32,1
798,1,4,1,2,10206,44,49,0
799,1,10,1,2,87160,20,29,3
800,1,4,0,1,11117,46,52,0
801,0,2,0,0,10332,36,18,0
802,0,1,0,0,11040,30,13,0
803,0,1,0,0,10618,27,8,0
804,0,0,0,0,10531,27,15,0
805,1,4,0,1,10268,38,43,0
806,1,3,0,0,25251,5,22,1
807,1,10,1,2,68976,17,23,3
808,0,0,0,0,12055,24,9,0
809,0,4,0,1,50773,54,43,1
810,0,1,0,0,20250,35,25,1
811,0,1,0,0,6664,18,8,0
812,0,6,1,1,42558,51,45,4
813,1,10,1,2,69378,20,29,2
814,1,8,1,1,54020,24,46,3
815,0,4,0,0,34768,25,11,1
816,1,4,1,1,10565,35,48,0
817,1,2,0,0,40776,3,12,2
818,1,3,0,0,18154,14,22,0
819,0,0,0,0,9401,27,10,1
820,1,7,1,1,73871,28,27,2
821,1,7,0,1,106322,42,45,4
822,0,1,0,0,13365,15,8,0
823,1,4,1,1,7829,23,37,0
824,1,8,1,1,47237,8,33,1
825,0,7,1,1,76309,44,30,4
826,0,3,0,0,45903,29,16,1
827,0,4,0,0,34386,28,18,2
828,0,2,0,0,22856,21,15,0
829,1,2,1,1,6117,27,32,0
830,1,8,1,1,82099,15,27,2
831,0,3,0,0,25367,36,28,0
832,0,1,0,0,32666,42,14,0
833,0,2,0,0,36257,59,39,2
834,1,0,0,0,13044,8,17,0
835,1,6,0,0,47654,20,39,3
836,0,3,0,0,33268,31,22,0
837,0,2,0,0,21109,36,21,1
838,0,0,0,0,6962,27,7,0
839,1,3,0,0,14324,10,25,1
840,0,3,0,0,33380,46,27,0
841,0,1,0,0,19009,30,13,0
842,1,4,0,1,10800,46,55,0
843,1,3,1,1,10092,33,48,0
844,1,11,1,5,69153,16,34,2
845,0,2,0,0,33845,28,20,2
846,1,9,1,1,77585,17,23,4
847,1,8,1,1,92749,37,46,3
848,0,0,0,0,4252,23,7,0
849,0,2,0,0,31477,34,17,0
850,0,5,0,0,42231,36,24,2
851,1,4,0,1,8539,59,62,0
852,1,3,0,0,32079,13,17,1
853,1,4,0,0,33408,21,27,1
854,0,0,0,0,1944,18,9,0
855,1,3,0,0,27080,16,26,2
856,1,8,1,1,62774,32,33,3
857,0,0,0,0,19478,28,17,1
858,0,6,1,1,47469,25,16,1
859,0,0,0,0,0,0,1,0
860,0,4,0,0,53980,34,24,1
861,1,9,1,1,67275,29,32,2
862,1,3,0,0,57896,30,37,1
863,1,4,0,0,59731,23,31,2
864,0,1,0,0,16518,35,18,0
865,1,9,1,2,60328,15,28,1
866,1,4,0,0,39158,11,22,0
867,1,4,1,3,9010,51,55,0
868,0,2,0,0,20558,35,23,0
869,0,1,0,0,10489,28,13,0
870,1,3,0,0,20074,31,30,2
871,0,1,0,0,15278,23,11,0
872,1,1,0,0,15186,4,17,0
873,0,3,0,0,58027,33,28,3
874,1,7,0,0,37179,9,28,1
875,0,2,0,0,15731,27,8,0
876,0,1,0,0,3256,47,34,0
877,0,3,0,0,36631,30,23,2
878,1,10,1,2,77031,13,34,2
879,0,3,0,0,41579,36,21,1
880,1,6,0,0,57212,12,36,3
881,1,8,1,1,66128,18,35,2
882,1,3,0,0,55490,32,33,2
883,1,5,0,0,69555,18,28,3
884,1,8,1,1,49325,10,26,1
885,1,5,0,0,48712,17,29,1
886,1,8,1,1,61534,25,27,1
887,0,3,0,0,25888,30,13,0
888,1,4,0,2,9844,66,59,0
889,1,8,1,1,46286,19,35,2
890,1,3,0,0,50245,15,20,1
891,0,0,0,0,15426,16,15,0
892,0,4,0,0,37699,33,25,1
893,0,4,0,0,30045,24,12,0
894,0,0,0,0,1015,34,33,0
895,0,6,1,1,53310,42,36,2
896,0,0,0,0,21216,35,15,0
897,0,0,0,0,433,38,31,0
898,0,1,0,0,22342,18,10,0
899,0,2,0,1,4977,48,46,0
900,0,4,0,0,37304,34,20,0
901,0,0,0,0,7940,37,19,0
902,0,1,0,0,14040,9,3,0
903,0,0,0,0,3526,41,10,0
904,0,1,0,0,23518,24,16,1
905,0,2,0,1,5221,53,44,0
906,1,7,1,1,56669,31,26,2
907,1,8,1,1,50899,19,29,1
908,1,9,1,2,81807,18,42,4
909,1,9,1,1,40585,6,27,2
910,0,2,1,1,4936,58,55,0
911,0,1,0,0,9487,18,7,0
912,1,5,0,1,53509,34,32,1
913,1,8,1,2,79603,23,42,2
914,0,0,0,0,7357,40,20,1
915,1,8,0,1,69739,40,42,0
916,0,7,1,1,70231,46,37,0
917,0,3,0,0,23016,26,15,0
918,0,3,0,0,37710,31,19,0
919,1,9,1,1,52068,19,25,1
920,0,1,0,0,1678,61,49,0
921,0,1,0,0,22903,38,19,2
922,1,10,1,1,65985,21,39,2
923,1,6,0,0,35951,5,38,2
924,1,8,1,1,66682,12,32,3
925,1,10,0,2,118784,43,51,4
926,0,0,0,0,4009,19,14,0
927,0,4,0,0,41399,32,32,2
928,1,9,1,1,63723,17,40,2
929,1,6,1,1,58466,25,34,1
930,0,1,0,0,13488,26,16,0
931,1,8,1,1,66633,12,30,3
932,0,2,0,0,39719,31,18,2
933,1,8,1,1,47592,32,39,1
934,1,3,0,0,25256,17,28,1
935,0,2,0,1,5972,51,47,0
936,0,2,0,0,22610,34,28,0
937,0,8,1,1,59307,36,37,1
938,1,6,0,0,85649,21,34,3
939,1,6,1,1,25673,6,15,0
940,1,4,0,0,58750,8,22,2
941,1,8,1,1,74689,31,52,4
942,1,8,1,1,35523,6,19,1
943,0,2,0,0,5376,48,47,0
944,0,2,0,1,5382,92,64,0
945,0,1,0,0,15604,29,14,0
946,0,3,0,0,30538,25,10,1
947,1,4,0,1,9407,82,71,0
948,1,9,1,1,51300,17,29,0
949,0,1,0,0,17820,22,7,0
950,1,5,0,0,46212,17,27,2
951,1,3,0,0,31423,13,20,2
952,1,7,0,1,45221,35,32,1
953,1,7,1,1,57284,16,44,2
954,1,3,0,0,59031,26,37,2
955,0,1,0,0,2823,38,19,0
956,1,7,1,1,38756,15,30,1
957,1,6,1,1,57711,16,31,2
958,0,0,0,0,14802,36,23,1
959,1,6,0,0,71814,17,35,2
960,1,4,1,1,8406,26,48,0
961,1,7,1,1,51771,17,40,1
962,1,5,1,1,55232,16,37,1
963,1,7,1,1,65789,25,26,1
964,1,4,1,1,36535,7,27,2
965,0,3,0,0,35088,28,21,3
966,1,2,0,1,7093,50,43,0
967,1,11,1,2,69917,12,34,2
968,0,2,0,0,38931,27,16,1
969,1,10,1,2,60839,7,28,2
970,1,5,0,0,47828,19,36,4
971,0,1,0,0,16973,26,15,0
972,1,4,1,2,6132,31,59,0
973,0,1,0,0,14506,20,14,0
974,1,8,1,1,51001,32,44,2
975,1,8,1,1,58625,15,34,3
976,0,3,0,0,20238,26,19,0
977,1,3,0,0,23643,6,19,1
978,1,2,0,0,20283,7,14,1
979,1,10,1,1,55913,13,41,2
980,0,2,0,0,31679,48,28,2
981,0,0,0,0,4295,28,15,0
982,0,4,0,0,36896,40,33,2
983,0,2,0,0,19000,22,6,0
984,0,3,0,0,22506,24,12,0
985,1,6,1,1,25825,7,30,0
986,1,11,1,3,60314,22,36,1
